Probability for q[ 0]==1 : 0.500000    
Probability for q[ 1]==1 : 0.500000    
Probability for q[ 2]==1 : 0.500000    
Probability for q[ 3]==1 : 0.500000    
Probability for q[ 4]==1 : 0.500000    
Probability for q[ 5]==1 : 0.500000    
Probability for q[ 6]==1 : 0.500000    
Probability for q[ 7]==1 : 0.500000    
Probability for q[ 8]==1 : 0.500000    
Probability for q[ 9]==1 : 0.500000    
Probability for q[10]==1 : 0.500000    
Probability for q[11]==1 : 0.500000    
Probability for q[12]==1 : 0.500000    
Probability for q[13]==1 : 0.500000    
Probability for q[14]==1 : 0.500000    
Probability for q[15]==1 : 0.500000    
Probability for q[16]==1 : 0.500000    
Probability for q[17]==1 : 0.500000    
Probability for q[18]==1 : 0.500000    
Probability for q[19]==1 : 0.500000    
Probability for q[20]==1 : 0.500000    
Probability for q[21]==1 : 0.500000    
Probability for q[22]==1 : 0.500000    
Probability for q[23]==1 : 0.500000    
Probability for q[24]==1 : 0.500000    
Probability for q[25]==1 : 0.500000    
Probability for q[26]==1 : 0.500000    
Probability for q[27]==1 : 0.500000    
Probability for q[28]==1 : 0.500000    
Probability for q[29]==1 : 0.500000    

